,function,docstring,file_name,id,label
5,"public void weatherEffect (String weather)
    {
        if (weather.equals(""Sunny"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY;
        }
        else if (weather.equals(""Cloudy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.9;
        }
        else if (weather.equals(""Rainy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.8;
        }     
        else if (weather.equals(""Windy"")) {
            NEW_BREEDING_PROBABILITY = BREEDING_PROBABILITY*0.85;
        }
    }","According to the weather, the cat get effected on the breeding probability.

@param weather The string of weather.",Cat.java,94.0,3
6,"public void timeEffect (boolean isDay)
    {
        if(isDay) {
            NEW_MOUSE_HUNT_PROBABILITY = MOUSE_HUNT_PROBABILITY*1.1;
        }
        else if(!isDay) {
            NEW_MOUSE_HUNT_PROBABILITY = MOUSE_HUNT_PROBABILITY*0.9;
        }
        
    }","If it is during the day, the probability of hunting increased.
or it is decreased.

@param isDay Indicate wheather it is during the day or not.",Cat.java,94.0,3
0,"public boolean equals(Object obj)
    {
        if(obj instanceof Location) {
            Location other = (Location) obj;
            return row == other.getRow() && col == other.getCol();
        }
        else {
            return false;
        }
    }",Implement content equality.,Location.java,94.0,3
1,"public String toString()
    {
        return row + "","" + col;
    }","Return a string of the form row,column
@return A string representation of the location.",Location.java,94.0,3
2,"public int hashCode()
    {
        return (row << 16) + col;
    }","Use the top 16 bits for the row value and the bottom for
the column. Except for very big grids, this should give a
unique hash code for each (row, col) pair.
@return A hashcode for the location.",Location.java,94.0,3
3,"public int getRow()
    {
        return row;
    }",@return The row.,Location.java,94.0,3
4,"public int getCol()
    {
        return col;
    }",@return The column.,Location.java,94.0,3
0,"public void act(List<Animal> newFoxes)
    {
        incrementAge();
        incrementHunger();
        if(isAlive()) {
            giveBirth(newFoxes);            
            // Move towards a source of food if found.
            Location newLocation = findFood();
            if(newLocation == null) { 
                // No food found - try to move to a free location.
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            // See if it was possible to move.
            if(newLocation != null) {
                setLocation(newLocation);
            }
            else {
                // Overcrowding.
                setDead();
            }
        }
    }","This is what the fox does most of the time: it hunts for
rabbits. In the process, it might breed, die of hunger,
or die of old age.
@param field The field currently occupied.
@param newFoxes A list to return newly born foxes.",Fox.java,94.0,3
1,"private void incrementAge()
    {
        age++;
        if(age > MAX_AGE) {
            setDead();
        }
    }",Increase the age. This could result in the fox's death.,Fox.java,94.0,3
2,"private void incrementHunger()
    {
        foodLevel--;
        if(foodLevel <= 0) {
            setDead();
        }
    }",Make this fox more hungry. This could result in the fox's death.,Fox.java,94.0,3
3,"private Location findFood()
    {
        Field field = getField();
        List<Location> adjacent = field.adjacentLocations(getLocation());
        Iterator<Location> it = adjacent.iterator();
        while(it.hasNext()) {
            Location where = it.next();
            Object animal = field.getObjectAt(where);
            if(animal instanceof Rabbit) {
                Rabbit rabbit = (Rabbit) animal;
                if(rabbit.isAlive()) { 
                    rabbit.setDead();
                    foodLevel = RABBIT_FOOD_VALUE;
                    return where;
                }
            }
        }
        return null;
    }","Look for rabbits adjacent to the current location.
Only the first live rabbit is eaten.
@return Where food was found, or null if it wasn't.",Fox.java,94.0,3
4,"private void giveBirth(List<Animal> newFoxes)
    {
        // New foxes are born into adjacent locations.
        // Get a list of adjacent free locations.
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for(int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            Fox young = new Fox(false, field, loc);
            newFoxes.add(young);
        }
    }","Check whether or not this fox is to give birth at this step.
New births will be made into free adjacent locations.
@param newFoxes A list to return newly born foxes.",Fox.java,94.0,3
5,"private int breed()
    {
        int births = 0;
        if(canBreed() && rand.nextDouble() <= BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.
@return The number of births (may be zero).",Fox.java,94.0,3
6,"private boolean canBreed()
    {
        return age >= BREEDING_AGE;
    }",A fox can breed if it has reached the breeding age.,Fox.java,94.0,3
0,"public boolean isFood(Object object)
    {
        if (object instanceof Corn) {
            return true;
        }

        return false;
    }","Check wheather the parameter is food or not.

@return wheather the parameter is food or not.
@param object the object the chicken is going to eat.",Chicken.java,94.0,3
1,"public void act(List<Animal> newChickens, boolean isDay, String weather)
    {
        // New chickens are born into adjacent locations.
        // Get a list of adjacent free locations.
        SpreadDisease();
        weatherEffect(weather);
       
        incrementAge(MAX_AGE);
        incrementHunger(); 
        incrementThirsty();
        diseaseCauseDeath();
        if(isAlive()){
            if(findMate()){
                giveBirth(newChickens);
            }
            Location newLocation = findFood();
            if(newLocation == null){
                newLocation = getField().freeAdjacentLocation(getLocation());
            }
            if(newLocation != null){
                setLocation(newLocation);
            }
            else{
                setDead();
            }
        }
    }","This is what the chicken does most of the time - it runs
around and eats the corns. Sometimes it will breed, die of hunger or old age or get disease.

@param newChickens A list to return newly born chickens.
@param isDay Indicate wheather it is a day or night.
@param weather The weather the chicken is in.",Chicken.java,94.0,3
2,"public int breed()
    {
        int births = 0;
        if (canBreed(BREEDING_AGE) && rand.nextDouble() <= NEW_BREEDING_PROBABILITY) {
            births = rand.nextInt(MAX_LITTER_SIZE) + 1;
        }
        return births;
    }","Generate a number representing the number of births,
if it can breed.

@return The number of births (may be zero).",Chicken.java,94.0,3
3,"public void giveBirth(List<Animal> newChickens)
    {
        Field field = getField();
        List<Location> free = field.getFreeAdjacentLocations(getLocation());
        int births = breed();
        for (int b = 0; b < births && free.size() > 0; b++) {
            Location loc = free.remove(0);
            String gender = Randomizer.getRandomGender();
           
            boolean isSick =false;
            if (isSick()){
                isSick = Randomizer.getRandomIsSick();
            }
            Chicken young = new Chicken(false, field, loc, gender, isSick);
            newChickens.add(young);
        }
    }","Check whether or not this chicken is to give birth at this step.
New births will be made into free adjacent locations.

@param newChickens A list to return newly born chickens.",Chicken.java,94.0,3
